 Candidate State, Age Range, Sex, Study area, Study Title, Years Experience, Sector, event_type__val,Expected Ral, Residence State, Residence Italian Region, European Residence
In selection,late 20s,Male,Automotive Engineering,Five-year degree,none,Automotive,Contact note,Not available,ITALY,Emilia Romagna,Yes
In selection,late 20s,Male,Automotive Engineering,Five-year degree,none,Automotive,Contact note,28-30 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,Automotive Engineering,Five-year degree,between 1 and 3,Automotive,HR interview,Not available,ITALY,Emilia Romagna,Yes
In selection,early 30s,Male,Other,High school graduation,more than 10,Others,BM interview,Not available,ITALY,Tuscany,Yes
In selection,late 20s,Male,Communication Sciences,Five-year degree,between 0 and 1,Others,BM interview,Not available,ITALY,Tuscany,Yes
First contact,late 20s,Female,computer engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lazio,Yes
In selection,early 20s,Male,Mechanical engineering,Three-year degree,none,Others,HR interview,Not available,ITALY,Liguria,Yes
First contact,late 20s,Male,Other scientific subjects,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lazio,Yes
First contact,late 20s,Male,Informatics,Five-year degree,between 1 and 3,Others,Contact note,Not available,ITALY,Puglia,Yes
First contact,late 30s,Female,Mechanical engineering,Three-year degree,between 0 and 1,Consulting,Not Specified,Not available,ITALY,Puglia,Yes
First contact,early 20s,Male,Informatics,High school graduation,between 0 and 1,Services and Information Systems,Not Specified,Not available,ITALY,Puglia,Yes
In selection,late 20s,Male,Mechanical engineering,Three-year degree,none,Others,Contact note,Not Given,ITALY,Puglia,Yes
Hired,early 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Automotive,BM interview,Not available,ITALY,Emilia Romagna,Yes
In selection,early 20s,Male,computer engineering,Three-year degree,none,Services and Information Systems,BM interview,Not available,ITALY,Puglia,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 1 and 3,Aeronautics,Candidate notification,30-32 K,ITALY,Lombardy,Yes
In selection,early 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Automotive,Candidate notification,30-32 K,ITALY,Piedmont,Yes
QM,less than 20 years,Male,Other scientific subjects,High school graduation,none,Automotive,Candidate notification,Not available,ITALY,Not Italian Region,Yes
In selection,early 20s,Male,computer engineering,Three-year degree,between 1 and 3,Others,HR interview,Not available,ITALY,Piedmont,Yes
First contact,less than 20 years,Male,Informatics,master's degree,none,Others,Contact note,Not available,ITALY,Calabria,Yes
In selection,early 30s,Male,Management Engineering,Five-year degree,between 3 and 5,Others,BM interview,Not available,ITALY,Tuscany,Yes
In selection,early 30s,Male,Other scientific subjects,Five-year degree,between 7 and 10,Others,BM interview,+ 50 K,ITALY,Lombardy,Yes
In selection,late 30s,Male,Informatics,Five-year degree,between 5 and 7,Others,Contact note,40-42 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,electronic Engineering,Three-year degree,none,Telecom,Contact note,Not Given,ITALY,Piedmont,Yes
In selection,less than 20 years,Male,Informatics,High school graduation,none,Services and Information Systems,HR interview,22-24 K,ITALY,Lazio,Yes
First contact,early 30s,Female,Linguistics,Three-year degree,none,Others,Not Specified,Not available,ITALY,Piedmont,Yes
QM,less than 20 years,Male,Economic - Statistics,Five-year degree,between 1 and 3,Telecom,Qualification Meeting,Not available,ITALY,Tuscany,Yes
In selection,early 30s,Male,Mechanical engineering,Five-year degree,between 7 and 10,Others,Contact note,38-40 K,ITALY,Tuscany,Yes
First contact,early 20s,Male,Automotive Engineering,Five-year degree,none,Automotive,Contact note,Not available,ITALY,Piedmont,Yes
QM,less than 20 years,Male,Mechanical engineering,Five-year degree,between 5 and 7,Automotive,Qualification Meeting,32-34 K,ITALY,Piedmont,Yes
First contact,late 20s,Female,Mathematics,High school graduation,between 1 and 3,Aeronautics,Technical interview,Not Given,ITALY,Lombardy,Yes
In selection,late 20s,Female,Scientific maturity,High school graduation,between 1 and 3,Others,HR interview,Not available,ITALY,Tuscany,Yes
In selection,late 20s,Male,Mechanical engineering,Three-year degree,none,Others,BM interview,Not Given,ITALY,Calabria,Yes
Economic proposal,more than 45 years,Male,Other scientific subjects,Five-year degree,more than 10,Oil and Gas,Economic proposal,Not available,ITALY,Lombardy,Yes
In selection,early 20s,Male,Mechanical engineering,Three-year degree,none,Others,Contact note,Not available,ITALY,Piedmont,Yes
Hired,early 20s,Male,Automotive Engineering,Five-year degree,between 1 and 3,Automotive,HR interview,Not available,ITALY,Emilia Romagna,Yes
QM,early 40s,Male,Other,High school graduation,more than 10,Others,Qualification Meeting,34-36 K,ITALY,Tuscany,Yes
First contact,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,between 0 and 1,Energy,Contact note,30-32 K,ITALY,Lombardy,Yes
First contact,late 20s,Male,Automotive Engineering,Five-year degree,none,Automotive,Technical interview,Not Given,ITALY,Campania,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Automotive,Commercial note,30-32 K,ITALY,Campania,Yes
First contact,late 20s,Male,Automotive Engineering,Three-year degree,none,Automotive,Commercial note,Not Given,ITALY,Piedmont,Yes
First contact,less than 20 years,Female,Biomedical Engineering,Five-year degree,none,Life sciences,Contact note,Not available,ITALY,Sicily,Yes
In selection,less than 20 years,Male,Informatics,Five-year degree,more than 10,Services and Information Systems,Candidate notification,44-46 K,ITALY,Lombardy,Yes
First contact,early 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Automotive,Contact note,Not available,ITALY,Emilia Romagna,Yes
First contact,late 20s,Male,Automotive Engineering,Five-year degree,none,Others,Contact note,Not available,ITALY,Emilia Romagna,Yes
Hired,late 20s,Male,Mechanical engineering,Three-year degree,none,Others,Contact note,Not Given,ITALY,Piedmont,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Automotive,BM interview,34-36 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,between 1 and 3,Aeronautics,HR interview,34-36 K,ITALY,Lombardy,Yes
First contact,early 20s,Male,Accounting,High school graduation,between 1 and 3,Services and Information Systems,Candidate notification,28-30 K,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,Energy and Nuclear Engineering,Five-year degree,between 0 and 1,Energy,Contact note,Not available,ITALY,Lombardy,Yes
In selection,early 20s,Male,Electrical Engineering,Five-year degree,none,Others,BM interview,Not Given,ITALY,Veneto,Yes
In selection,less than 20 years,Female,Other humanities subjects,Five-year degree,none,Others,HR interview,Not available,FRANCE,Not Italian Region,Yes
In selection,less than 20 years,Male,Other humanities subjects,master's degree,none,Others,HR interview,Not available,FRANCE,Not Italian Region,Yes
In selection,less than 20 years,Male,Other humanities subjects,master's degree,none,Others,HR interview,Not available,FRANCE,Not Italian Region,Yes
In selection,less than 20 years,Female,Other humanities subjects,master's degree,none,Others,HR interview,Not Given,FRANCE,Not Italian Region,Yes
In selection,less than 20 years,Male,Other humanities subjects,Five-year degree,none,Others,HR interview,Not Given,FRANCE,Not Italian Region,Yes
First contact,late 20s,Male,computer engineering,Three-year degree,between 0 and 1,Others,Contact note,26-28 K,ITALY,Puglia,Yes
In selection,less than 20 years,Male,Management Engineering,Three-year degree,between 3 and 5,Others,HR interview,42-44 K,ITALY,Piedmont,Yes
In selection,late 30s,Female,Legal,Five-year degree,between 7 and 10,Others,Contact note,Not available,ITALY,Tuscany,Yes
In selection,late 20s,Male,Management Engineering,Five-year degree,between 0 and 1,Others,Commercial note,Not available,ITALY,Tuscany,Yes
In selection,less than 20 years,Female,Statistics,Five-year degree,between 0 and 1,Services and Information Systems,HR interview,28-30 K,ITALY,Lazio,Yes
First contact,late 30s,Male,Automotive Engineering,Five-year degree,more than 10,Others,Contact note,48-50 K,ITALY,Piedmont,Yes
In selection,late 20s,Female,Other humanities subjects,Five-year degree,none,Others,Contact note,22-24 K,ITALY,Puglia,Yes
In selection,early 20s,Male,Informatics,High school graduation,between 1 and 3,Telecom,HR interview,Not available,ITALY,Liguria,Yes
In selection,less than 20 years,Female,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,between 0 and 1,Others,BM interview,Not Given,ITALY,Lombardy,Yes
In selection,early 30s,Male,Electrical Engineering,Five-year degree,none,Others,Candidate notification,Not available,ITALY,Campania,Yes
In selection,less than 20 years,Male,Economic - Statistics,Five-year degree,none,Others,BM interview,Not Given,ITALY,Campania,Yes
In selection,late 20s,Male,Other scientific subjects,Five-year degree,none,Others,BM interview,26-28 K,ITALY,Puglia,Yes
First contact,less than 20 years,Male,Informatics,Five-year degree,between 1 and 3,Services and Information Systems,Candidate notification,44-46 K,ITALY,Tuscany,Yes
First contact,late 20s,Male,Mechanical engineering,Three-year degree,none,Automotive,Technical interview,Not available,ITALY,Veneto,Yes
First contact,late 20s,Male,Mechanical engineering,Three-year degree,none,Automotive,Candidate notification,Not available,ITALY,Veneto,Yes
In selection,less than 20 years,Male,Mechanical engineering,Three-year degree,none,Others,Contact note,Not Given,ITALY,Campania,Yes
First contact,early 30s,Male,Management Engineering,Three-year degree,between 7 and 10,Automotive,Contact note,Not available,ITALY,Piedmont,Yes
Hired,late 20s,Female,Other,Five-year degree,between 3 and 5,Services and Information Systems,HR interview,26-28 K,ITALY,Lombardy,Yes
Hired,less than 20 years,Male,Automotive Engineering,Five-year degree,between 0 and 1,Automotive,HR interview,Not available,ITALY,Emilia Romagna,Yes
In selection,more than 45 years,Male,Civil/Civil and Environmental Engineering,Five-year degree,more than 10,Oil and Gas,Contact note,+ 50 K,ITALY,Veneto,Yes
In selection,more than 45 years,Male,Other scientific subjects,Five-year degree,more than 10,Oil and Gas,BM interview,Not available,ITALY,Lombardy,Yes
In selection,early 20s,Male,Economic - Statistics,Five-year degree,none,Others,BM interview,30-32 K,ITALY,Tuscany,Yes
In selection,late 30s,Male,Informatics,High school graduation,more than 10,Others,Contact note,40-42 K,ITALY,Piedmont,Yes
Hired,late 20s,Male,Automotive Engineering,Five-year degree,between 0 and 1,Others,BM interview,Not available,ITALY,Lombardy,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 1 and 3,Automotive,Contact note,30-32 K,ITALY,Liguria,Yes
First contact,early 20s,Male,Other,High school graduation,between 1 and 3,Automotive,Contact note,Not available,ITALY,Piedmont,Yes
First contact,early 40s,Male,electronic Engineering,Five-year degree,more than 10,Automotive,Contact note,+ 50 K,ITALY,Piedmont,Yes
In selection,less than 20 years,Female,Automotive Engineering,Five-year degree,between 1 and 3,Automotive,HR interview,Not available,ITALY,Emilia Romagna,Yes
First contact,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Campania,Yes
In selection,late 30s,Male,Other scientific subjects,Three-year degree,between 7 and 10,Consulting,Commercial note,Not available,ITALY,Piedmont,Yes
In selection,late 20s,Female,Legal,master's degree,between 0 and 1,Services and Information Systems,Not Specified,22-24 K,ITALY,Lombardy,Yes
QM,less than 20 years,Male,Informatics,High school graduation,more than 10,Telecom,Qualification Meeting,28-30 K,ITALY,Lombardy,Yes
First contact,early 40s,Male,Informatics,High school graduation,more than 10,Others,Contact note,+ 50 K,ITALY,Campania,Yes
In selection,less than 20 years,Male,Automation/Mechatronics Engineering,Five-year degree,none,Automotive,BM interview,Not available,ITALY,Piedmont,Yes
In selection,late 20s,Male,Management Engineering,Five-year degree,between 0 and 1,Others,Contact note,Not available,ITALY,Piedmont,Yes
In selection,early 30s,Male,Other,Five-year degree,none,Consulting,Contact note,24-26 K,ITALY,Piedmont,Yes
First contact,late 20s,Male,Management Engineering,Five-year degree,between 1 and 3,Energy,Contact note,34-36 K,ITALY,Puglia,Yes
In selection,more than 45 years,Male,Other scientific subjects,High school graduation,more than 10,Telecom,BM interview,32-34 K,ITALY,Lazio,Yes
In selection,late 20s,Male,Management Engineering,Five-year degree,between 0 and 1,Automotive,Contact note,Not available,ITALY,Piedmont,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Campania,Yes
In selection,less than 20 years,Female,Other,Five-year degree,between 0 and 1,Consulting,HR interview,28-30 K,ITALY,Campania,Yes
In selection,less than 20 years,Male,Other scientific subjects,Three-year degree,none,Others,Contact note,Not Given,ITALY,Liguria,Yes
In selection,early 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Aeronautics,Not Specified,Not Given,ITALY,Lombardy,Yes
In selection,late 20s,Female,Mathematics,Five-year degree,between 0 and 1,Others,BM interview,Not available,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,none,Space,Not Specified,24-26 K,ITALY,Lazio,Yes
In selection,late 20s,Male,Management Engineering,Five-year degree,between 0 and 1,Machining - Heavy Industry,HR interview,28-30 K,ITALY,Veneto,Yes
First contact,less than 20 years,Male,electronic Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Automotive Engineering,Five-year degree,none,Automotive,Contact note,Not available,ITALY,Tuscany,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Aeronautics,Candidate notification,Not Given,ITALY,Lazio,Yes
In selection,late 20s,Female,Mechanical engineering,Five-year degree,between 0 and 1,Aeronautics,Inadequate CV,Not available,ITALY,Piedmont,Yes
First contact,less than 20 years,Male,chemical engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,44-46 K,ITALY,Molise,Yes
In selection,less than 20 years,Female,Other,Five-year degree,between 3 and 5,Others,Contact note,36-38 K,ITALY,Campania,Yes
In selection,late 30s,Male,Informatics,Three-year degree,more than 10,Services and Information Systems,HR interview,44-46 K,ITALY,Liguria,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Aeronautics,Sending SC to customer,Not available,ITALY,Campania,Yes
In selection,early 40s,Male,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,more than 10,Aeronautics,BM interview,Not available,ITALY,Campania,Yes
First contact,less than 20 years,Male,Management Engineering,Five-year degree,between 5 and 7,Others,Contact note,Not available,ITALY,Liguria,Yes
In selection,late 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,more than 10,Aeronautics,Candidate notification,Not available,ITALY,Campania,Yes
Hired,late 20s,Male,Informatics,Three-year degree,between 1 and 3,Telecom,BM interview,26-28 K,ITALY,Tuscany,Yes
In selection,early 20s,Male,Economic - Statistics,Five-year degree,none,Others,Contact note,Not available,ITALY,Piedmont,Yes
In selection,early 30s,Male,computer engineering,Five-year degree,between 3 and 5,Services and Information Systems,BM interview,Not available,ITALY,Campania,Yes
QM,less than 20 years,Female,Informatics,Three-year degree,between 5 and 7,Telecom,Qualification Meeting,30-32 K,ITALY,Lombardy,Yes
In selection,early 20s,Female,Economic - Statistics,Three-year degree,between 3 and 5,Others,BM interview,24-26 K,ITALY,Piedmont,Yes
Hired,early 20s,Female,Economic - Statistics,master's degree,none,Others,HR interview,Not Given,ITALY,Campania,Yes
In selection,less than 20 years,Male,Informatics,Three-year degree,between 0 and 1,Others,Not Specified,26-28 K,ITALY,Tuscany,Yes
Economic proposal,early 30s,Male,Economic - Statistics,Three-year degree,between 5 and 7,Others,Economic proposal,30-32 K,ITALY,Tuscany,Yes
Hired,late 30s,Male,computer engineering,Five-year degree,between 5 and 7,Railway,BM interview,Not available,ITALY,Campania,Yes
In selection,more than 45 years,Male,Civil/Civil and Environmental Engineering,Three-year degree,more than 10,Machining - Heavy Industry,BM interview,+ 50 K,ITALY,Lazio,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 5 and 7,Automotive,Contact note,28-30 K,ITALY,Piedmont,Yes
First contact,early 20s,Male,Informatics,Three-year degree,none,Others,Not Specified,Not Given,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Female,Other,Five-year degree,between 3 and 5,Machining - Heavy Industry,Contact note,42-44 K,ITALY,Piedmont,Yes
Hired,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 1 and 3,Aeronautics,BM interview,34-36 K,ITALY,Lombardy,Yes
In selection,late 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 1 and 3,Aeronautics,HR interview,Not available,ITALY,Abruzzo,Yes
First contact,less than 20 years,Male,electronic Engineering,Five-year degree,between 1 and 3,Others,Contact note,Not available,ITALY,Lazio,Yes
In selection,late 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,more than 10,Space,Contact note,Not available,ITALY,Abruzzo,Yes
In selection,late 30s,Male,Other,Professional qualification,more than 10,Others,BM interview,Not available,ITALY,Puglia,Yes
First contact,early 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Others,Contact note,Not available,ITALY,Piedmont,Yes
In selection,less than 20 years,Female,Civil/Civil and Environmental Engineering,Three-year degree,between 1 and 3,Railway,Inadequate CV,Not available,ITALY,Lazio,Yes
Hired,late 20s,Male,Economic - Statistics,Three-year degree,between 0 and 1,Consulting,BM interview,26-28 K,ITALY,Piedmont,Yes
First contact,early 20s,Male,Electrical Engineering,Three-year degree,none,Others,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,industrial engineering,Five-year degree,between 1 and 3,Railway,Inadequate CV,Not available,ITALY,Puglia,Yes
In selection,late 20s,Female,Biomedical Engineering,Five-year degree,between 0 and 1,Others,Candidate notification,Not available,ITALY,Tuscany,Yes
In selection,early 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Automotive,HR interview,28-30 K,ITALY,Lazio,Yes
In selection,late 20s,Male,computer engineering,Five-year degree,between 0 and 1,Services and Information Systems,BM interview,Not available,ITALY,Lazio,Yes
Hired,early 20s,Male,electronic Engineering,Five-year degree,none,Automotive,BM interview,Not Given,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Management Engineering,Five-year degree,between 1 and 3,Services and Information Systems,Not Specified,34-36 K,ITALY,Lombardy,Yes
In selection,late 30s,Female,chemical engineering,Five-year degree,more than 10,Oil and Gas,BM interview,34-36 K,ITALY,Abruzzo,Yes
First contact,less than 20 years,Male,Automotive Engineering,master's degree,between 5 and 7,Automotive,Not Specified,Not available,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Male,Surveyor,High school graduation,between 3 and 5,Automotive,Contact note,26-28 K,ITALY,Piedmont,Yes
In selection,late 20s,Male,Informatics,Three-year degree,none,Others,HR interview,24-26 K,ITALY,Lazio,Yes
In selection,early 40s,Male,electronic Engineering,Five-year degree,more than 10,Others,HR interview,Not available,ITALY,Sicily,Yes
First contact,late 30s,Male,Mechanical engineering,Five-year degree,between 7 and 10,Telecom,Not Specified,Not available,ITALY,Puglia,Yes
In selection,less than 20 years,Male,Other,Three-year degree,between 3 and 5,Services and Information Systems,Sending SC to customer,30-32 K,ITALY,Friuli Venezia Giulia,Yes
First contact,early 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 5 and 7,Aeronautics,Contact note,Not available,ITALY,Liguria,Yes
In selection,early 20s,Male,electronic Engineering,Three-year degree,between 0 and 1,Others,Candidate notification,Not available,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,industrial engineering,Five-year degree,between 0 and 1,Services and Information Systems,Not Specified,30-32 K,ITALY,Trentino Alto Adige,Yes
First contact,late 20s,Male,Automation/Mechatronics Engineering,master's degree,none,Machining - Heavy Industry,Not Specified,Not available,ITALY,Campania,Yes
First contact,late 20s,Male,Mechanical engineering,master's degree,between 1 and 3,Automotive,Commercial note,Not available,ITALY,Lazio,Yes
First contact,late 20s,Male,Mechanical engineering,Three-year degree,none,Automotive,Not Specified,Not available,ITALY,Lazio,Yes
First contact,early 20s,Male,Mechanical engineering,High school graduation,between 5 and 7,Automotive,Not Specified,Not available,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Chemist - Pharmaceutical,Five-year degree,between 0 and 1,Life sciences,Technical interview,34-36 K,ITALY,Lazio,Yes
Hired,early 20s,Male,Mechanical engineering,Three-year degree,none,Others,HR interview,Not available,ITALY,Piedmont,Yes
First contact,late 20s,Male,Informatics,High school graduation,between 1 and 3,Consulting,Contact note,Not available,ITALY,Puglia,Yes
First contact,less than 20 years,Male,Aeronautical/Aerospace/Astronautics Engineering,master's degree,between 0 and 1,Others,Technical interview,Not available,ITALY,Sicily,Yes
In selection,early 30s,Male,Scientific maturity,High school graduation,between 1 and 3,Others,Candidate notification,26-28 K,ITALY,Campania,Yes
In selection,early 20s,Female,Legal,master's degree,none,Others,HR interview,Not Given,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,Electrical Engineering,Three-year degree,between 3 and 5,Others,Not Specified,Not available,ITALY,Tuscany,Yes
In selection,more than 45 years,Male,electronic Engineering,Five-year degree,more than 10,Oil and Gas,BM interview,Not available,ITALY,Puglia,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 1 and 3,Aeronautics,BM interview,Not available,ITALY,Lombardy,Yes
First contact,less than 20 years,Female,Aeronautical/Aerospace/Astronautics Engineering,master's degree,none,Others,Technical interview,Not Given,ITALY,Campania,Yes
QM,late 20s,Female,Management Engineering,Five-year degree,between 1 and 3,Others,Qualification Meeting,20-22 K,ITALY,Puglia,Yes
First contact,late 20s,Male,Informatics,Five-year degree,between 5 and 7,Consulting,Contact note,Not available,ITALY,Emilia Romagna,Yes
In selection,late 30s,Male,Other scientific subjects,master's degree,between 0 and 1,Services and Information Systems,HR interview,28-30 K,ITALY,Lazio,Yes
In selection,less than 20 years,Male,Automotive Engineering,Five-year degree,between 0 and 1,Automotive,Candidate notification,Not available,ITALY,Emilia Romagna,Yes
In selection,early 30s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Others,BM interview,Not available,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,Other scientific subjects,Five-year degree,between 0 and 1,Consulting,Technical interview,28-30 K,ITALY,Lombardy,Yes
In selection,late 20s,Male,Other scientific subjects,Five-year degree,between 0 and 1,Consulting,BM interview,26-28 K,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Mechanical engineering,Five-year degree,between 7 and 10,Automotive,BM interview,Not available,ITALY,Lazio,Yes
In selection,less than 20 years,Male,Scientific maturity,High school graduation,none,Others,BM interview,Not Given,ITALY,Sicily,Yes
In selection,early 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 3 and 5,Naval,BM interview,Not available,ITALY,Tuscany,Yes
First contact,late 30s,Male,Mechanical engineering,Three-year degree,between 5 and 7,Automotive,Contact note,42-44 K,ITALY,Emilia Romagna,Yes
First contact,early 20s,Male,Other scientific subjects,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Male,Automotive Engineering,Five-year degree,none,Automotive,Contact note,Not available,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Mechanical engineering,Five-year degree,between 1 and 3,Others,Contact note,Not available,ITALY,Campania,Yes
In selection,more than 45 years,Male,Information Engineering,Five-year degree,more than 10,Services and Information Systems,Inadequate CV,40-42 K,ITALY,Tuscany,Yes
First contact,less than 20 years,Male,Electrical Engineering,Five-year degree,between 1 and 3,Railway,Candidate notification,Not available,ITALY,Piedmont,Yes
Hired,late 20s,Male,Other scientific subjects,High school graduation,between 1 and 3,Others,BM interview,Not available,ITALY,Tuscany,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Aeronautics,BM interview,Not Given,ITALY,Piedmont,Yes
First contact,early 20s,Male,Other scientific subjects,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lazio,Yes
In selection,less than 20 years,Male,Economic - Statistics,Five-year degree,between 0 and 1,Services and Information Systems,HR interview,30-32 K,ITALY,Campania,Yes
First contact,late 30s,Male,Mechanical engineering,Five-year degree,more than 10,Automotive,Not Specified,44-46 K,ITALY,Emilia Romagna,Yes
In selection,early 30s,Female,Informatics,Five-year degree,between 0 and 1,Services and Information Systems,Not Specified,28-30 K,ITALY,Lazio,Yes
In selection,less than 20 years,Female,Biomedical Engineering,Five-year degree,between 3 and 5,Services and Information Systems,Research association,Not available,ITALY,Liguria,Yes
In selection,less than 20 years,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Space,BM interview,- 20 K,ITALY,Piedmont,Yes
First contact,late 20s,Female,Legal,master's degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,early 30s,Female,Chemist - Pharmaceutical,Five-year degree,none,Life sciences,Candidate notification,Not available,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Biomedical Engineering,Five-year degree,none,Automotive,BM interview,Not available,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Female,Agriculture and veterinary,Five-year degree,none,Others,Not Specified,Not available,ITALY,Emilia Romagna,Yes
First contact,late 20s,Male,Management Engineering,Five-year degree,none,Others,Not Specified,Not available,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Automotive Engineering,Five-year degree,none,Automotive,Research association,Not available,ITALY,Emilia Romagna,Yes
First contact,early 20s,Male,Management Engineering,Three-year degree,between 1 and 3,Consulting,Not Specified,Not available,ITALY,Emilia Romagna,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Automotive,Contact note,Not Given,ITALY,Emilia Romagna,Yes
In selection,less than 20 years,Male,Mechanical engineering,Five-year degree,none,Automotive,Contact note,Not available,ITALY,Marche,Yes
In selection,more than 45 years,Male,Informatics,Three-year degree,more than 10,Services and Information Systems,Commercial note,Not available,ITALY,Abruzzo,Yes
First contact,early 20s,Female,Biomedical Engineering,Five-year degree,between 0 and 1,Others,Contact note,Not available,SAN MARINO,Not Italian Region,Yes
First contact,late 20s,Male,Automation/Mechatronics Engineering,Three-year degree,none,Others,Not Specified,Not Given,ITALY,Emilia Romagna,Yes
First contact,early 20s,Male,Biomedical Engineering,Three-year degree,none,Others,Contact note,Not Given,ITALY,Emilia Romagna,Yes
In selection,early 20s,Male,Mathematics,Three-year degree,none,Others,Contact note,Not Given,ITALY,Emilia Romagna,Yes
In selection,late 20s,Female,Biomedical Engineering,Five-year degree,none,Railway,Contact note,26-28 K,ITALY,Puglia,Yes
First contact,early 20s,Male,Biomedical Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Emilia Romagna,Yes
First contact,early 20s,Male,Mechanical engineering,Three-year degree,none,Others,Candidate notification,Not Given,ITALY,Emilia Romagna,Yes
In selection,late 20s,Male,Management Engineering,Five-year degree,none,Automotive,HR interview,Not available,ITALY,Emilia Romagna,Yes
First contact,less than 20 years,Male,Other scientific subjects,Three-year degree,none,Others,Not Specified,Not Given,ITALY,Emilia Romagna,Yes
First contact,late 20s,Male,Other,Five-year degree,between 3 and 5,Others,Not Specified,Not available,ITALY,Emilia Romagna,Yes
In selection,early 20s,Female,chemical engineering,Five-year degree,none,Life sciences,Candidate notification,Not available,ITALY,Veneto,Yes
In selection,early 20s,Male,Mechanical engineering,Five-year degree,none,Automotive,BM interview,Not available,ITALY,Puglia,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Automotive,BM interview,30-32 K,ITALY,Emilia Romagna,Yes
In selection,early 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Machining - Heavy Industry,BM interview,Not available,ITALY,Lombardy,Yes
In selection,less than 20 years,Male,Automation/Mechatronics Engineering,master's degree,between 0 and 1,Automotive,Candidate notification,34-36 K,ITALY,Emilia Romagna,Yes
In selection,late 20s,Female,Economic - Statistics,Five-year degree,between 0 and 1,Automotive,Technical interview,Not available,ITALY,Emilia Romagna,Yes
